ID;ULICA_ID;ULICA_NAZWA;NUMER_ADR;KOD_POCZTOWY;ETYKIETA_NAZWA_SKROCONA
32869;1742;ul. 3 Maja;11;52-119;3 Maja 11
47201;1742;ul. 3 Maja;12;52-119;3 Maja 12
34880;1742;ul. 3 Maja;13;52-119;3 Maja 13
51240;1742;ul. 3 Maja;13d;52-119;3 Maja 13d
39299;1742;ul. 3 Maja;1b;52-119;3 Maja 1b
37372;1742;ul. 3 Maja;2a;52-119;3 Maja 2a
21856;1742;ul. 3 Maja;2b;52-119;3 Maja 2b
27949;1742;ul. 3 Maja;4a;52-119;3 Maja 4a
29265;1742;ul. 3 Maja;4b;52-119;3 Maja 4b
54141;1742;ul. 3 Maja;5a;52-119;3 Maja 5a
22401;1742;ul. 3 Maja;5b;52-119;3 Maja 5b
10350;1742;ul. 3 Maja;6a;52-119;3 Maja 6a
29299;1742;ul. 3 Maja;6b;52-119;3 Maja 6b
29267;1742;ul. 3 Maja;7;52-119;3 Maja 7
74486;2854;ul. 8 Maja;12;51-671;8 Maja 12
74653;2854;ul. 8 Maja;13;51-671;8 Maja 13
74536;2854;ul. 8 Maja;14;51-671;8 Maja 14
74538;2854;ul. 8 Maja;16;51-671;8 Maja 16
74541;2854;ul. 8 Maja;18;51-671;8 Maja 18
74544;2854;ul. 8 Maja;20;51-671;8 Maja 20
74550;2854;ul. 8 Maja;22;51-671;8 Maja 22
74551;2854;ul. 8 Maja;24;51-671;8 Maja 24
74552;2854;ul. 8 Maja;26;51-671;8 Maja 26
74553;2854;ul. 8 Maja;28;51-671;8 Maja 28
74566;2854;ul. 8 Maja;30;51-671;8 Maja 30
74572;2854;ul. 8 Maja;32;51-671;8 Maja 32
74573;2854;ul. 8 Maja;34;51-671;8 Maja 34
74575;2854;ul. 8 Maja;36;51-671;8 Maja 36
74576;2854;ul. 8 Maja;38;51-671;8 Maja 38
74577;2854;ul. 8 Maja;40;51-671;8 Maja 40
74579;2854;ul. 8 Maja;42;51-671;8 Maja 42
74581;2854;ul. 8 Maja;44;51-671;8 Maja 44
74583;2854;ul. 8 Maja;46;51-671;8 Maja 46
74586;2854;ul. 8 Maja;48;51-671;8 Maja 48
74593;2854;ul. 8 Maja;50;51-671;8 Maja 50
74595;2854;ul. 8 Maja;52;51-671;8 Maja 52
74598;2854;ul. 8 Maja;54;51-671;8 Maja 54
74602;2854;ul. 8 Maja;56;51-671;8 Maja 56
74606;2854;ul. 8 Maja;58;51-671;8 Maja 58
74608;2854;ul. 8 Maja;60;51-671;8 Maja 60
74626;2854;ul. 8 Maja;62;51-671;8 Maja 62
74627;2854;ul. 8 Maja;64;51-671;8 Maja 64
74628;2854;ul. 8 Maja;66;51-671;8 Maja 66
74629;2854;ul. 8 Maja;68;51-671;8 Maja 68
74638;2854;ul. 8 Maja;70;51-671;8 Maja 70
74645;2854;ul. 8 Maja;72;51-671;8 Maja 72
74646;2854;ul. 8 Maja;74;51-671;8 Maja 74
74647;2854;ul. 8 Maja;76;51-671;8 Maja 76
74648;2854;ul. 8 Maja;78;51-671;8 Maja 78
74654;2854;ul. 8 Maja;78a;51-671;8 Maja 78a
74649;2854;ul. 8 Maja;80;51-671;8 Maja 80
74650;2854;ul. 8 Maja;82;51-671;8 Maja 82
74651;2854;ul. 8 Maja;84;51-671;8 Maja 84
74652;2854;ul. 8 Maja;86;51-671;8 Maja 86
34966;971;ul. Edwarda Abramowskiego;1;51-663;Abramowskiego 1
7164;971;ul. Edwarda Abramowskiego;10;51-663;Abramowskiego 10
28361;971;ul. Edwarda Abramowskiego;11;51-663;Abramowskiego 11
20729;971;ul. Edwarda Abramowskiego;12;51-663;Abramowskiego 12
51385;971;ul. Edwarda Abramowskiego;13;51-663;Abramowskiego 13
26637;971;ul. Edwarda Abramowskiego;14;51-663;Abramowskiego 14
26020;971;ul. Edwarda Abramowskiego;15;51-663;Abramowskiego 15
8326;971;ul. Edwarda Abramowskiego;16;51-663;Abramowskiego 16
11388;971;ul. Edwarda Abramowskiego;17;51-663;Abramowskiego 17
46138;971;ul. Edwarda Abramowskiego;18;51-663;Abramowskiego 18
49488;971;ul. Edwarda Abramowskiego;19;51-663;Abramowskiego 19
24053;971;ul. Edwarda Abramowskiego;1a;51-663;Abramowskiego 1a
38814;971;ul. Edwarda Abramowskiego;2;51-663;Abramowskiego 2
6783;971;ul. Edwarda Abramowskiego;20;51-663;Abramowskiego 20
39069;971;ul. Edwarda Abramowskiego;21;51-663;Abramowskiego 21
33686;971;ul. Edwarda Abramowskiego;22;51-663;Abramowskiego 22
46052;971;ul. Edwarda Abramowskiego;23;51-663;Abramowskiego 23
53844;971;ul. Edwarda Abramowskiego;24;51-663;Abramowskiego 24
56429;971;ul. Edwarda Abramowskiego;25;51-663;Abramowskiego 25
18782;971;ul. Edwarda Abramowskiego;26;51-663;Abramowskiego 26
22650;971;ul. Edwarda Abramowskiego;27;51-663;Abramowskiego 27
51226;971;ul. Edwarda Abramowskiego;28;51-663;Abramowskiego 28
46901;971;ul. Edwarda Abramowskiego;29;51-663;Abramowskiego 29
58361;971;ul. Edwarda Abramowskiego;2a;51-663;Abramowskiego 2a
21451;971;ul. Edwarda Abramowskiego;3;51-663;Abramowskiego 3
11502;971;ul. Edwarda Abramowskiego;30;51-663;Abramowskiego 30
35014;971;ul. Edwarda Abramowskiego;31;51-663;Abramowskiego 31
10573;971;ul. Edwarda Abramowskiego;32;51-663;Abramowskiego 32
23137;971;ul. Edwarda Abramowskiego;33;51-663;Abramowskiego 33
33452;971;ul. Edwarda Abramowskiego;34;51-663;Abramowskiego 34
31705;971;ul. Edwarda Abramowskiego;35;51-663;Abramowskiego 35
53350;971;ul. Edwarda Abramowskiego;36;51-663;Abramowskiego 36
38777;971;ul. Edwarda Abramowskiego;37;51-663;Abramowskiego 37
50295;971;ul. Edwarda Abramowskiego;38;51-663;Abramowskiego 38
29759;971;ul. Edwarda Abramowskiego;39;51-663;Abramowskiego 39
24605;971;ul. Edwarda Abramowskiego;4;51-663;Abramowskiego 4
19105;971;ul. Edwarda Abramowskiego;40;51-663;Abramowskiego 40
32890;971;ul. Edwarda Abramowskiego;41;51-663;Abramowskiego 41
21665;971;ul. Edwarda Abramowskiego;42;51-663;Abramowskiego 42
20173;971;ul. Edwarda Abramowskiego;43;51-663;Abramowskiego 43
17678;971;ul. Edwarda Abramowskiego;44;51-663;Abramowskiego 44
19187;971;ul. Edwarda Abramowskiego;45;51-663;Abramowskiego 45
23731;971;ul. Edwarda Abramowskiego;46;51-663;Abramowskiego 46
36831;971;ul. Edwarda Abramowskiego;47;51-663;Abramowskiego 47
57715;971;ul. Edwarda Abramowskiego;48;51-663;Abramowskiego 48
19577;971;ul. Edwarda Abramowskiego;49;51-663;Abramowskiego 49
12071;971;ul. Edwarda Abramowskiego;5;51-663;Abramowskiego 5
27878;971;ul. Edwarda Abramowskiego;50;51-663;Abramowskiego 50
16204;971;ul. Edwarda Abramowskiego;51;51-663;Abramowskiego 51
18283;971;ul. Edwarda Abramowskiego;52;51-663;Abramowskiego 52
59525;971;ul. Edwarda Abramowskiego;53;51-663;Abramowskiego 53
23684;971;ul. Edwarda Abramowskiego;54;51-663;Abramowskiego 54
36334;971;ul. Edwarda Abramowskiego;55;51-663;Abramowskiego 55
33074;971;ul. Edwarda Abramowskiego;56;51-663;Abramowskiego 56
15287;971;ul. Edwarda Abramowskiego;57;51-663;Abramowskiego 57
26037;971;ul. Edwarda Abramowskiego;58;51-663;Abramowskiego 58
19849;971;ul. Edwarda Abramowskiego;59;51-663;Abramowskiego 59
24441;971;ul. Edwarda Abramowskiego;6;51-663;Abramowskiego 6
12302;971;ul. Edwarda Abramowskiego;60;51-663;Abramowskiego 60
14439;971;ul. Edwarda Abramowskiego;61;51-663;Abramowskiego 61
23119;971;ul. Edwarda Abramowskiego;62;51-663;Abramowskiego 62
56897;971;ul. Edwarda Abramowskiego;63;51-663;Abramowskiego 63
18480;971;ul. Edwarda Abramowskiego;64;51-663;Abramowskiego 64
5919;971;ul. Edwarda Abramowskiego;65;51-663;Abramowskiego 65
25967;971;ul. Edwarda Abramowskiego;66;51-663;Abramowskiego 66
51432;971;ul. Edwarda Abramowskiego;67;51-663;Abramowskiego 67
32681;971;ul. Edwarda Abramowskiego;68;51-663;Abramowskiego 68
8122;971;ul. Edwarda Abramowskiego;69;51-663;Abramowskiego 69
37938;971;ul. Edwarda Abramowskiego;7;51-663;Abramowskiego 7
33672;971;ul. Edwarda Abramowskiego;70;51-663;Abramowskiego 70
19800;971;ul. Edwarda Abramowskiego;71;51-663;Abramowskiego 71
25627;971;ul. Edwarda Abramowskiego;72;51-663;Abramowskiego 72
43187;971;ul. Edwarda Abramowskiego;73;51-663;Abramowskiego 73
25730;971;ul. Edwarda Abramowskiego;74;51-663;Abramowskiego 74
41011;971;ul. Edwarda Abramowskiego;8;51-663;Abramowskiego 8
58430;971;ul. Edwarda Abramowskiego;9;51-663;Abramowskiego 9
10574;951;ul. Heleny i Ludwika Adamczewskich;10;54-530;Adamczewskich 10
32775;951;ul. Heleny i Ludwika Adamczewskich;11;54-530;Adamczewskich 11
55063;951;ul. Heleny i Ludwika Adamczewskich;12;54-530;Adamczewskich 12
529;951;ul. Heleny i Ludwika Adamczewskich;12a;54-530;Adamczewskich 12a
17529;951;ul. Heleny i Ludwika Adamczewskich;13;54-530;Adamczewskich 13
26534;951;ul. Heleny i Ludwika Adamczewskich;14;54-530;Adamczewskich 14
59112;951;ul. Heleny i Ludwika Adamczewskich;14a;54-530;Adamczewskich 14a
28884;951;ul. Heleny i Ludwika Adamczewskich;15;54-530;Adamczewskich 15
21152;951;ul. Heleny i Ludwika Adamczewskich;16;54-530;Adamczewskich 16
33021;951;ul. Heleny i Ludwika Adamczewskich;17;54-530;Adamczewskich 17
27023;951;ul. Heleny i Ludwika Adamczewskich;18;54-530;Adamczewskich 18
30657;951;ul. Heleny i Ludwika Adamczewskich;2;54-530;Adamczewskich 2
54855;951;ul. Heleny i Ludwika Adamczewskich;20;54-530;Adamczewskich 20
371;951;ul. Heleny i Ludwika Adamczewskich;20a;54-530;Adamczewskich 20a
7649;951;ul. Heleny i Ludwika Adamczewskich;21;54-530;Adamczewskich 21
43317;951;ul. Heleny i Ludwika Adamczewskich;22;54-530;Adamczewskich 22
24953;951;ul. Heleny i Ludwika Adamczewskich;24;54-530;Adamczewskich 24
38089;951;ul. Heleny i Ludwika Adamczewskich;26;54-530;Adamczewskich 26
24941;951;ul. Heleny i Ludwika Adamczewskich;2a;54-530;Adamczewskich 2a
39983;951;ul. Heleny i Ludwika Adamczewskich;3;54-530;Adamczewskich 3
36361;951;ul. Heleny i Ludwika Adamczewskich;4;54-530;Adamczewskich 4
59624;951;ul. Heleny i Ludwika Adamczewskich;5;54-530;Adamczewskich 5
19203;951;ul. Heleny i Ludwika Adamczewskich;6;54-530;Adamczewskich 6
18941;951;ul. Heleny i Ludwika Adamczewskich;8;54-530;Adamczewskich 8
47795;951;ul. Heleny i Ludwika Adamczewskich;8a;54-530;Adamczewskich 8a
12383;951;ul. Heleny i Ludwika Adamczewskich;9;54-530;Adamczewskich 9
45634;1466;ul. Karola Adamieckiego;1a;52-435;Adamieckiego 1a
21299;1466;ul. Karola Adamieckiego;2;52-435;Adamieckiego 2
3514;1466;ul. Karola Adamieckiego;2a;52-435;Adamieckiego 2a
23060;1466;ul. Karola Adamieckiego;3;52-435;Adamieckiego 3
58011;1466;ul. Karola Adamieckiego;3a;52-435;Adamieckiego 3a
45952;1466;ul. Karola Adamieckiego;3b;52-435;Adamieckiego 3b
37922;1466;ul. Karola Adamieckiego;3c;52-435;Adamieckiego 3c
35235;1466;ul. Karola Adamieckiego;3d;52-435;Adamieckiego 3d
43782;1466;ul. Karola Adamieckiego;4;52-435;Adamieckiego 4
34879;1466;ul. Karola Adamieckiego;5;52-435;Adamieckiego 5
26367;1466;ul. Karola Adamieckiego;6;52-435;Adamieckiego 6
41754;1466;ul. Karola Adamieckiego;7;52-435;Adamieckiego 7
54267;1466;ul. Karola Adamieckiego;8;52-435;Adamieckiego 8
19473;1466;ul. Karola Adamieckiego;8a;52-435;Adamieckiego 8a
52908;702;ul. adm. Józefa Unruga;1;52-212;adm. Unruga 1
22392;702;ul. adm. Józefa Unruga;10;52-212;adm. Unruga 10
58559;702;ul. adm. Józefa Unruga;10a;52-212;adm. Unruga 10a
30446;702;ul. adm. Józefa Unruga;11;52-212;adm. Unruga 11
15346;702;ul. adm. Józefa Unruga;12;52-212;adm. Unruga 12
14632;702;ul. adm. Józefa Unruga;13-15;52-212;adm. Unruga 13-15
37277;702;ul. adm. Józefa Unruga;14;52-212;adm. Unruga 14
51140;702;ul. adm. Józefa Unruga;16;52-212;adm. Unruga 16
24704;702;ul. adm. Józefa Unruga;17;52-212;adm. Unruga 17
53611;702;ul. adm. Józefa Unruga;18;52-212;adm. Unruga 18
37792;702;ul. adm. Józefa Unruga;19;52-212;adm. Unruga 19
26976;702;ul. adm. Józefa Unruga;2;52-212;adm. Unruga 2
57827;702;ul. adm. Józefa Unruga;22a;52-212;adm. Unruga 22a
59595;702;ul. adm. Józefa Unruga;25;52-212;adm. Unruga 25
59133;702;ul. adm. Józefa Unruga;3;52-212;adm. Unruga 3
42770;702;ul. adm. Józefa Unruga;30;52-212;adm. Unruga 30
47099;702;ul. adm. Józefa Unruga;30a;52-212;adm. Unruga 30a
40126;702;ul. adm. Józefa Unruga;30b;52-212;adm. Unruga 30b
39494;702;ul. adm. Józefa Unruga;32;52-212;adm. Unruga 32
35555;702;ul. adm. Józefa Unruga;33;52-212;adm. Unruga 33
39361;702;ul. adm. Józefa Unruga;34;52-212;adm. Unruga 34
19926;702;ul. adm. Józefa Unruga;35;52-212;adm. Unruga 35
35197;702;ul. adm. Józefa Unruga;36;52-212;adm. Unruga 36
42323;702;ul. adm. Józefa Unruga;37;52-212;adm. Unruga 37
2643;702;ul. adm. Józefa Unruga;38;52-212;adm. Unruga 38
46356;702;ul. adm. Józefa Unruga;39;52-212;adm. Unruga 39
34392;702;ul. adm. Józefa Unruga;4;52-212;adm. Unruga 4
2642;702;ul. adm. Józefa Unruga;40;52-212;adm. Unruga 40
2617;702;ul. adm. Józefa Unruga;42;52-212;adm. Unruga 42
47745;702;ul. adm. Józefa Unruga;43;52-212;adm. Unruga 43
2618;702;ul. adm. Józefa Unruga;44;52-212;adm. Unruga 44
10202;702;ul. adm. Józefa Unruga;45;52-212;adm. Unruga 45
2619;702;ul. adm. Józefa Unruga;46;52-212;adm. Unruga 46
40289;702;ul. adm. Józefa Unruga;47;52-212;adm. Unruga 47
2620;702;ul. adm. Józefa Unruga;48;52-212;adm. Unruga 48
26197;702;ul. adm. Józefa Unruga;5;52-212;adm. Unruga 5
2640;702;ul. adm. Józefa Unruga;50;52-212;adm. Unruga 50
8545;702;ul. adm. Józefa Unruga;51;52-212;adm. Unruga 51
2641;702;ul. adm. Józefa Unruga;52;52-212;adm. Unruga 52
18534;702;ul. adm. Józefa Unruga;53;52-212;adm. Unruga 53
2639;702;ul. adm. Józefa Unruga;54;52-212;adm. Unruga 54
54475;702;ul. adm. Józefa Unruga;55;52-212;adm. Unruga 55
2638;702;ul. adm. Józefa Unruga;56;52-212;adm. Unruga 56
58787;702;ul. adm. Józefa Unruga;57;52-212;adm. Unruga 57
2621;702;ul. adm. Józefa Unruga;58;52-212;adm. Unruga 58
38659;702;ul. adm. Józefa Unruga;6;52-212;adm. Unruga 6
2622;702;ul. adm. Józefa Unruga;60;52-212;adm. Unruga 60
2623;702;ul. adm. Józefa Unruga;62;52-212;adm. Unruga 62
2631;702;ul. adm. Józefa Unruga;64;52-212;adm. Unruga 64
2636;702;ul. adm. Józefa Unruga;66;52-212;adm. Unruga 66
2637;702;ul. adm. Józefa Unruga;68;52-212;adm. Unruga 68
7552;702;ul. adm. Józefa Unruga;7;52-212;adm. Unruga 7
2632;702;ul. adm. Józefa Unruga;70;52-212;adm. Unruga 70
2633;702;ul. adm. Józefa Unruga;72;52-212;adm. Unruga 72
2634;702;ul. adm. Józefa Unruga;74;52-212;adm. Unruga 74
2635;702;ul. adm. Józefa Unruga;76;52-212;adm. Unruga 76
17411;702;ul. adm. Józefa Unruga;8;52-212;adm. Unruga 8
76561;702;ul. adm. Józefa Unruga;86;52-212;adm. Unruga 86
72807;702;ul. adm. Józefa Unruga;88;52-212;adm. Unruga 88
11959;702;ul. adm. Józefa Unruga;9;52-212;adm. Unruga 9
4192;457;ul. Afgańska;10;52-117;Afgańska 10
76659;457;ul. Afgańska;10a;52-117;Afgańska 10a
76660;457;ul. Afgańska;10b;52-117;Afgańska 10b
2758;457;ul. Afgańska;12;52-117;Afgańska 12
76662;457;ul. Afgańska;12a;52-117;Afgańska 12a
76661;457;ul. Afgańska;12b;52-117;Afgańska 12b
4065;457;ul. Afgańska;14;52-117;Afgańska 14
4402;457;ul. Afgańska;2;52-117;Afgańska 2
76653;457;ul. Afgańska;2a;52-117;Afgańska 2a
76654;457;ul. Afgańska;2b;52-117;Afgańska 2b
17754;457;ul. Afgańska;3;52-117;Afgańska 3
5586;457;ul. Afgańska;4;52-117;Afgańska 4
76655;457;ul. Afgańska;4a;52-117;Afgańska 4a
76656;457;ul. Afgańska;4b;52-117;Afgańska 4b
3169;457;ul. Afgańska;6;52-117;Afgańska 6
4723;457;ul. Afgańska;8;52-117;Afgańska 8
76657;457;ul. Afgańska;8a;52-117;Afgańska 8a
76658;457;ul. Afgańska;8b;52-117;Afgańska 8b
3890;116;ul. Agatowa;10;52-214;Agatowa 10
3307;116;ul. Agatowa;11;52-214;Agatowa 11
3303;116;ul. Agatowa;12;52-214;Agatowa 12
3305;116;ul. Agatowa;13;52-214;Agatowa 13
3306;116;ul. Agatowa;14;52-214;Agatowa 14
3308;116;ul. Agatowa;15;52-214;Agatowa 15
1870;116;ul. Agatowa;16;52-214;Agatowa 16
1941;116;ul. Agatowa;17;52-214;Agatowa 17
5395;116;ul. Agatowa;18;52-214;Agatowa 18
4555;116;ul. Agatowa;19;52-214;Agatowa 19
1253;116;ul. Agatowa;2;52-214;Agatowa 2
4494;116;ul. Agatowa;20;52-214;Agatowa 20
5336;116;ul. Agatowa;21;52-214;Agatowa 21
5735;116;ul. Agatowa;22;52-214;Agatowa 22
4470;116;ul. Agatowa;23;52-214;Agatowa 23
4630;116;ul. Agatowa;24;52-214;Agatowa 24
1808;116;ul. Agatowa;25;52-214;Agatowa 25
5772;116;ul. Agatowa;26;52-214;Agatowa 26
5122;116;ul. Agatowa;27;52-214;Agatowa 27
4867;116;ul. Agatowa;28;52-214;Agatowa 28
4738;116;ul. Agatowa;29;52-214;Agatowa 29
1254;116;ul. Agatowa;2a;52-214;Agatowa 2a
1255;116;ul. Agatowa;2b;52-214;Agatowa 2b
1256;116;ul. Agatowa;2c;52-214;Agatowa 2c
1479;116;ul. Agatowa;30;52-214;Agatowa 30
5581;116;ul. Agatowa;31;52-214;Agatowa 31
1815;116;ul. Agatowa;32;52-214;Agatowa 32
3479;116;ul. Agatowa;33;52-214;Agatowa 33
1858;116;ul. Agatowa;34;52-214;Agatowa 34
3300;116;ul. Agatowa;35;52-214;Agatowa 35
3269;116;ul. Agatowa;36;52-214;Agatowa 36
4293;116;ul. Agatowa;37;52-214;Agatowa 37
4708;116;ul. Agatowa;38;52-214;Agatowa 38
5661;116;ul. Agatowa;39;52-214;Agatowa 39
1257;116;ul. Agatowa;4;52-214;Agatowa 4
2334;116;ul. Agatowa;40;52-214;Agatowa 40
5157;116;ul. Agatowa;41;52-214;Agatowa 41
4832;116;ul. Agatowa;42;52-214;Agatowa 42
4278;116;ul. Agatowa;43;52-214;Agatowa 43
4476;116;ul. Agatowa;44;52-214;Agatowa 44
4297;116;ul. Agatowa;45;52-214;Agatowa 45
3756;116;ul. Agatowa;46;52-214;Agatowa 46
4572;116;ul. Agatowa;47;52-214;Agatowa 47
1935;116;ul. Agatowa;48;52-214;Agatowa 48
1258;116;ul. Agatowa;4a;52-214;Agatowa 4a
4257;116;ul. Agatowa;50;52-214;Agatowa 50
4228;116;ul. Agatowa;52;52-214;Agatowa 52
1259;116;ul. Agatowa;6;52-214;Agatowa 6
1260;116;ul. Agatowa;6a;52-214;Agatowa 6a
5487;116;ul. Agatowa;7;52-214;Agatowa 7
1248;116;ul. Agatowa;8;52-214;Agatowa 8
5359;116;ul. Agatowa;9;52-214;Agatowa 9
38258;458;ul. Agrestowa;1;53-006;Agrestowa 1
39917;458;ul. Agrestowa;10;53-006;Agrestowa 10
8779;458;ul. Agrestowa;100;53-006;Agrestowa 100
2086;458;ul. Agrestowa;100b;53-006;Agrestowa 100b
6470;458;ul. Agrestowa;100c;53-006;Agrestowa 100c
11706;458;ul. Agrestowa;100d;53-006;Agrestowa 100d
17695;458;ul. Agrestowa;100e;53-006;Agrestowa 100e
57857;458;ul. Agrestowa;100f;53-006;Agrestowa 100f
46015;458;ul. Agrestowa;100g;53-006;Agrestowa 100g
7462;458;ul. Agrestowa;101;53-006;Agrestowa 101
27730;458;ul. Agrestowa;102;53-035;Agrestowa 102
7338;458;ul. Agrestowa;103;53-035;Agrestowa 103
30441;458;ul. Agrestowa;104;53-035;Agrestowa 104
47832;458;ul. Agrestowa;105;53-035;Agrestowa 105
58938;458;ul. Agrestowa;107;53-035;Agrestowa 107
18587;458;ul. Agrestowa;108;53-035;Agrestowa 108
38906;458;ul. Agrestowa;108a;53-035;Agrestowa 108a
31857;458;ul. Agrestowa;108b;53-035;Agrestowa 108b
56545;458;ul. Agrestowa;108c;53-035;Agrestowa 108c
90532;458;ul. Agrestowa;108e;53-035;Agrestowa 108e
30313;458;ul. Agrestowa;109;53-035;Agrestowa 109
45764;458;ul. Agrestowa;11;53-006;Agrestowa 11
54379;458;ul. Agrestowa;110;53-035;Agrestowa 110
28376;458;ul. Agrestowa;110a;53-035;Agrestowa 110a
17697;458;ul. Agrestowa;110b;53-035;Agrestowa 110b
13552;458;ul. Agrestowa;110c;53-035;Agrestowa 110c
66621;458;ul. Agrestowa;110ca;53-035;Agrestowa 110ca
66622;458;ul. Agrestowa;110cb;53-035;Agrestowa 110cb
64629;458;ul. Agrestowa;110d;53-035;Agrestowa 110d
56178;458;ul. Agrestowa;111;53-035;Agrestowa 111
36101;458;ul. Agrestowa;112;53-035;Agrestowa 112
60636;458;ul. Agrestowa;112a;53-035;Agrestowa 112a
2428;458;ul. Agrestowa;112d;53-035;Agrestowa 112d
40895;458;ul. Agrestowa;113;53-035;Agrestowa 113
16759;458;ul. Agrestowa;114;53-035;Agrestowa 114
59467;458;ul. Agrestowa;115;53-035;Agrestowa 115
56209;458;ul. Agrestowa;116;53-035;Agrestowa 116
40944;458;ul. Agrestowa;117;53-035;Agrestowa 117
31295;458;ul. Agrestowa;118;53-035;Agrestowa 118
12126;458;ul. Agrestowa;119;53-035;Agrestowa 119
19883;458;ul. Agrestowa;12;53-006;Agrestowa 12
14621;458;ul. Agrestowa;120;53-035;Agrestowa 120
40495;458;ul. Agrestowa;121;53-035;Agrestowa 121
20984;458;ul. Agrestowa;123;53-035;Agrestowa 123
4808;458;ul. Agrestowa;124;53-035;Agrestowa 124
19508;458;ul. Agrestowa;125;53-035;Agrestowa 125
4681;458;ul. Agrestowa;126;53-035;Agrestowa 126
33381;458;ul. Agrestowa;127;53-035;Agrestowa 127
5260;458;ul. Agrestowa;128;53-035;Agrestowa 128
58380;458;ul. Agrestowa;129;53-035;Agrestowa 129
31751;458;ul. Agrestowa;13;53-006;Agrestowa 13
72366;458;ul. Agrestowa;131;53-035;Agrestowa 131
72367;458;ul. Agrestowa;131a;53-035;Agrestowa 131a
72368;458;ul. Agrestowa;131aa;53-035;Agrestowa 131aa
72369;458;ul. Agrestowa;131ab;53-035;Agrestowa 131ab
72370;458;ul. Agrestowa;131b;53-035;Agrestowa 131b
72371;458;ul. Agrestowa;131ba;53-035;Agrestowa 131ba
72372;458;ul. Agrestowa;131bb;53-035;Agrestowa 131bb
72373;458;ul. Agrestowa;131bc;53-035;Agrestowa 131bc
72374;458;ul. Agrestowa;131bd;53-035;Agrestowa 131bd
72375;458;ul. Agrestowa;131be;53-035;Agrestowa 131be
72376;458;ul. Agrestowa;131c;53-035;Agrestowa 131c
72377;458;ul. Agrestowa;131ca;53-035;Agrestowa 131ca
72378;458;ul. Agrestowa;131cb;53-035;Agrestowa 131cb
72379;458;ul. Agrestowa;131cc;53-035;Agrestowa 131cc
72380;458;ul. Agrestowa;131d;53-035;Agrestowa 131d
72381;458;ul. Agrestowa;131da;53-035;Agrestowa 131da
72382;458;ul. Agrestowa;131db;53-035;Agrestowa 131db
72383;458;ul. Agrestowa;131dc;53-035;Agrestowa 131dc
72384;458;ul. Agrestowa;131dd;53-035;Agrestowa 131dd
72385;458;ul. Agrestowa;131de;53-035;Agrestowa 131de
72386;458;ul. Agrestowa;131e;53-035;Agrestowa 131e
72387;458;ul. Agrestowa;131ea;53-035;Agrestowa 131ea
72388;458;ul. Agrestowa;131eb;53-035;Agrestowa 131eb
72389;458;ul. Agrestowa;131ec;53-035;Agrestowa 131ec
72390;458;ul. Agrestowa;131ed;53-035;Agrestowa 131ed
72391;458;ul. Agrestowa;131ee;53-035;Agrestowa 131ee
72392;458;ul. Agrestowa;131f;53-035;Agrestowa 131f
72393;458;ul. Agrestowa;131fa;53-035;Agrestowa 131fa
72394;458;ul. Agrestowa;131fb;53-035;Agrestowa 131fb
72395;458;ul. Agrestowa;131fc;53-035;Agrestowa 131fc
72396;458;ul. Agrestowa;131fd;53-035;Agrestowa 131fd
72397;458;ul. Agrestowa;131fe;53-035;Agrestowa 131fe
72398;458;ul. Agrestowa;133;53-035;Agrestowa 133
72399;458;ul. Agrestowa;133a;53-035;Agrestowa 133a
72400;458;ul. Agrestowa;133aa;53-035;Agrestowa 133aa
72401;458;ul. Agrestowa;133ab;53-035;Agrestowa 133ab
72402;458;ul. Agrestowa;133b;53-035;Agrestowa 133b
72403;458;ul. Agrestowa;133ba;53-035;Agrestowa 133ba
72404;458;ul. Agrestowa;133c;53-035;Agrestowa 133c
72405;458;ul. Agrestowa;133ca;53-035;Agrestowa 133ca
72406;458;ul. Agrestowa;133cb;53-035;Agrestowa 133cb
72407;458;ul. Agrestowa;133cc;53-035;Agrestowa 133cc
72408;458;ul. Agrestowa;133cd;53-035;Agrestowa 133cd
72409;458;ul. Agrestowa;135;53-035;Agrestowa 135
72410;458;ul. Agrestowa;135a;53-035;Agrestowa 135a
72411;458;ul. Agrestowa;135aa;53-035;Agrestowa 135aa
72412;458;ul. Agrestowa;135ab;53-035;Agrestowa 135ab
72413;458;ul. Agrestowa;135ac;53-035;Agrestowa 135ac
72416;458;ul. Agrestowa;135b;53-035;Agrestowa 135b
72417;458;ul. Agrestowa;135ba;53-035;Agrestowa 135ba
72418;458;ul. Agrestowa;135bb;53-035;Agrestowa 135bb
72419;458;ul. Agrestowa;135bc;53-035;Agrestowa 135bc
72420;458;ul. Agrestowa;135bd;53-035;Agrestowa 135bd
72421;458;ul. Agrestowa;135be;53-035;Agrestowa 135be
72422;458;ul. Agrestowa;135c;53-035;Agrestowa 135c
72423;458;ul. Agrestowa;135ca;53-035;Agrestowa 135ca
72424;458;ul. Agrestowa;135cb;53-035;Agrestowa 135cb
72425;458;ul. Agrestowa;135cc;53-035;Agrestowa 135cc
72426;458;ul. Agrestowa;135cd;53-035;Agrestowa 135cd
72427;458;ul. Agrestowa;135ce;53-035;Agrestowa 135ce
72428;458;ul. Agrestowa;135d;53-035;Agrestowa 135d
72429;458;ul. Agrestowa;135da;53-035;Agrestowa 135da
72430;458;ul. Agrestowa;135db;53-035;Agrestowa 135db
72431;458;ul. Agrestowa;135dc;53-035;Agrestowa 135dc
