ID;ULICA_ID;ULICA_NAZWA;NUMER_ADR;KOD_POCZTOWY;ETYKIETA_NAZWA_SKROCONA
61345;1615;ul. Gądowska;8a;54-214;Gądowska 8a
61346;1615;ul. Gądowska;8b;54-214;Gądowska 8b
61347;1615;ul. Gądowska;8c;54-214;Gądowska 8c
61335;1615;ul. Gądowska;8d;54-214;Gądowska 8d
61334;1615;ul. Gądowska;8e;54-214;Gądowska 8e
61333;1615;ul. Gądowska;8f;54-214;Gądowska 8f
61332;1615;ul. Gądowska;8g;54-214;Gądowska 8g
61331;1615;ul. Gądowska;8h;54-214;Gądowska 8h
61330;1615;ul. Gądowska;8j;54-214;Gądowska 8j
61328;1615;ul. Gądowska;8k;54-214;Gądowska 8k
61329;1615;ul. Gądowska;8m;54-214;Gądowska 8m
55022;333;ul. Wacława Gąsiorowskiego;14;51-142;Gąsiorowskiego 14
33958;333;ul. Wacława Gąsiorowskiego;14a;51-142;Gąsiorowskiego 14a
8399;333;ul. Wacława Gąsiorowskiego;16;51-142;Gąsiorowskiego 16
24457;333;ul. Wacława Gąsiorowskiego;16a;51-142;Gąsiorowskiego 16a
58804;333;ul. Wacława Gąsiorowskiego;17;51-142;Gąsiorowskiego 17
15642;333;ul. Wacława Gąsiorowskiego;18;51-142;Gąsiorowskiego 18
47511;333;ul. Wacława Gąsiorowskiego;19;51-142;Gąsiorowskiego 19
26916;333;ul. Wacława Gąsiorowskiego;20;51-142;Gąsiorowskiego 20
14346;333;ul. Wacława Gąsiorowskiego;21;51-142;Gąsiorowskiego 21
6564;333;ul. Wacława Gąsiorowskiego;22;51-142;Gąsiorowskiego 22
21876;333;ul. Wacława Gąsiorowskiego;23;51-142;Gąsiorowskiego 23
36650;333;ul. Wacława Gąsiorowskiego;24;51-142;Gąsiorowskiego 24
55832;333;ul. Wacława Gąsiorowskiego;25;51-142;Gąsiorowskiego 25
46441;333;ul. Wacława Gąsiorowskiego;26;51-142;Gąsiorowskiego 26
32897;333;ul. Wacława Gąsiorowskiego;27;51-142;Gąsiorowskiego 27
33094;333;ul. Wacława Gąsiorowskiego;28;51-142;Gąsiorowskiego 28
48977;333;ul. Wacława Gąsiorowskiego;30;51-142;Gąsiorowskiego 30
11811;333;ul. Wacława Gąsiorowskiego;32;51-142;Gąsiorowskiego 32
28868;333;ul. Wacława Gąsiorowskiego;34;51-142;Gąsiorowskiego 34
34268;333;ul. Wacława Gąsiorowskiego;36;51-142;Gąsiorowskiego 36
34676;333;ul. Wacława Gąsiorowskiego;38;51-142;Gąsiorowskiego 38
12213;333;ul. Wacława Gąsiorowskiego;40;51-142;Gąsiorowskiego 40
6267;333;ul. Wacława Gąsiorowskiego;42;51-142;Gąsiorowskiego 42
519;333;ul. Wacława Gąsiorowskiego;42a;51-142;Gąsiorowskiego 42a
31359;333;ul. Wacława Gąsiorowskiego;44;51-142;Gąsiorowskiego 44
23530;334;ul. Adama Gdacjusza;1;54-515;Gdacjusza 1
44586;334;ul. Adama Gdacjusza;10;54-515;Gdacjusza 10
10222;334;ul. Adama Gdacjusza;10a;54-515;Gdacjusza 10a
54083;334;ul. Adama Gdacjusza;11;54-515;Gdacjusza 11
43889;334;ul. Adama Gdacjusza;12;54-515;Gdacjusza 12
45374;334;ul. Adama Gdacjusza;13;54-515;Gdacjusza 13
15259;334;ul. Adama Gdacjusza;14;54-515;Gdacjusza 14
75654;334;ul. Adama Gdacjusza;14a;54-515;Gdacjusza 14a
11713;334;ul. Adama Gdacjusza;15;54-515;Gdacjusza 15
57674;334;ul. Adama Gdacjusza;16;54-515;Gdacjusza 16
31268;334;ul. Adama Gdacjusza;17;54-515;Gdacjusza 17
24821;334;ul. Adama Gdacjusza;18;54-515;Gdacjusza 18
15932;334;ul. Adama Gdacjusza;19;54-515;Gdacjusza 19
55889;334;ul. Adama Gdacjusza;19a;54-515;Gdacjusza 19a
24536;334;ul. Adama Gdacjusza;1a;54-515;Gdacjusza 1a
54121;334;ul. Adama Gdacjusza;2;54-515;Gdacjusza 2
38993;334;ul. Adama Gdacjusza;20;54-515;Gdacjusza 20
53721;334;ul. Adama Gdacjusza;21;54-515;Gdacjusza 21
53631;334;ul. Adama Gdacjusza;21a;54-515;Gdacjusza 21a
21619;334;ul. Adama Gdacjusza;22;54-515;Gdacjusza 22
19131;334;ul. Adama Gdacjusza;23;54-515;Gdacjusza 23
50582;334;ul. Adama Gdacjusza;23a;54-515;Gdacjusza 23a
5853;334;ul. Adama Gdacjusza;24;54-515;Gdacjusza 24
64129;334;ul. Adama Gdacjusza;24a;54-515;Gdacjusza 24a
31297;334;ul. Adama Gdacjusza;25;54-515;Gdacjusza 25
8054;334;ul. Adama Gdacjusza;25a;54-515;Gdacjusza 25a
11922;334;ul. Adama Gdacjusza;26;54-515;Gdacjusza 26
45834;334;ul. Adama Gdacjusza;27;54-515;Gdacjusza 27
46319;334;ul. Adama Gdacjusza;27a;54-515;Gdacjusza 27a
47515;334;ul. Adama Gdacjusza;28;54-515;Gdacjusza 28
18132;334;ul. Adama Gdacjusza;28a;54-515;Gdacjusza 28a
55849;334;ul. Adama Gdacjusza;29;54-515;Gdacjusza 29
56988;334;ul. Adama Gdacjusza;29a;54-515;Gdacjusza 29a
6667;334;ul. Adama Gdacjusza;2a;54-515;Gdacjusza 2a
15945;334;ul. Adama Gdacjusza;2b;54-515;Gdacjusza 2b
24622;334;ul. Adama Gdacjusza;3;54-515;Gdacjusza 3
47174;334;ul. Adama Gdacjusza;30;54-515;Gdacjusza 30
26211;334;ul. Adama Gdacjusza;31;54-515;Gdacjusza 31
32386;334;ul. Adama Gdacjusza;31a;54-515;Gdacjusza 31a
23437;334;ul. Adama Gdacjusza;32;54-515;Gdacjusza 32
48871;334;ul. Adama Gdacjusza;32a;54-515;Gdacjusza 32a
56472;334;ul. Adama Gdacjusza;33;54-515;Gdacjusza 33
32586;334;ul. Adama Gdacjusza;33a;54-515;Gdacjusza 33a
31116;334;ul. Adama Gdacjusza;34;54-515;Gdacjusza 34
35694;334;ul. Adama Gdacjusza;34a;54-515;Gdacjusza 34a
55273;334;ul. Adama Gdacjusza;35;54-515;Gdacjusza 35
24196;334;ul. Adama Gdacjusza;36;54-515;Gdacjusza 36
46778;334;ul. Adama Gdacjusza;36a;54-515;Gdacjusza 36a
20927;334;ul. Adama Gdacjusza;37;54-515;Gdacjusza 37
33841;334;ul. Adama Gdacjusza;38;54-515;Gdacjusza 38
44558;334;ul. Adama Gdacjusza;38a;54-515;Gdacjusza 38a
22506;334;ul. Adama Gdacjusza;39;54-515;Gdacjusza 39
18692;334;ul. Adama Gdacjusza;4;54-515;Gdacjusza 4
46845;334;ul. Adama Gdacjusza;40;54-515;Gdacjusza 40
33552;334;ul. Adama Gdacjusza;41;54-515;Gdacjusza 41
48023;334;ul. Adama Gdacjusza;42;54-515;Gdacjusza 42
58886;334;ul. Adama Gdacjusza;43;54-515;Gdacjusza 43
38665;334;ul. Adama Gdacjusza;43a;54-515;Gdacjusza 43a
51749;334;ul. Adama Gdacjusza;44;54-515;Gdacjusza 44
52578;334;ul. Adama Gdacjusza;45;54-515;Gdacjusza 45
6562;334;ul. Adama Gdacjusza;46;54-515;Gdacjusza 46
15379;334;ul. Adama Gdacjusza;46a;54-515;Gdacjusza 46a
21013;334;ul. Adama Gdacjusza;47;54-515;Gdacjusza 47
29508;334;ul. Adama Gdacjusza;48;54-515;Gdacjusza 48
32395;334;ul. Adama Gdacjusza;49;54-515;Gdacjusza 49
57037;334;ul. Adama Gdacjusza;4a;54-515;Gdacjusza 4a
56274;334;ul. Adama Gdacjusza;5;54-515;Gdacjusza 5
50170;334;ul. Adama Gdacjusza;50;54-515;Gdacjusza 50
29898;334;ul. Adama Gdacjusza;6;54-515;Gdacjusza 6
31117;334;ul. Adama Gdacjusza;6a;54-515;Gdacjusza 6a
14285;334;ul. Adama Gdacjusza;7;54-515;Gdacjusza 7
49579;334;ul. Adama Gdacjusza;8;54-515;Gdacjusza 8
3962;334;ul. Adama Gdacjusza;8a;54-515;Gdacjusza 8a
39920;334;ul. Adama Gdacjusza;9;54-515;Gdacjusza 9
76743;1616;ul. Gdańska;1;50-344;Gdańska 1
37756;1616;ul. Gdańska;11;50-344;Gdańska 11
50395;1616;ul. Gdańska;13;50-344;Gdańska 13
49725;1616;ul. Gdańska;15;50-344;Gdańska 15
31383;1616;ul. Gdańska;18;50-344;Gdańska 18
76744;1616;ul. Gdańska;1a;50-344;Gdańska 1a
76745;1616;ul. Gdańska;1b;50-344;Gdańska 1b
76746;1616;ul. Gdańska;1c;50-344;Gdańska 1c
59401;1616;ul. Gdańska;2;50-344;Gdańska 2
25027;1616;ul. Gdańska;20;50-344;Gdańska 20
55083;1616;ul. Gdańska;22;50-344;Gdańska 22
7974;1616;ul. Gdańska;22a;50-344;Gdańska 22a
11291;1616;ul. Gdańska;24;50-344;Gdańska 24
34746;1616;ul. Gdańska;26;50-344;Gdańska 26
52865;1616;ul. Gdańska;28;50-344;Gdańska 28
27738;1616;ul. Gdańska;28a;50-344;Gdańska 28a
42804;1616;ul. Gdańska;30;50-344;Gdańska 30
45626;1616;ul. Gdańska;32;50-344;Gdańska 32
81372;1616;ul. Gdańska;4;50-344;Gdańska 4
81392;1616;ul. Gdańska;6;50-344;Gdańska 6
62049;1616;ul. Gdańska;7;50-344;Gdańska 7
62050;1616;ul. Gdańska;9;50-344;Gdańska 9
46653;950;ul. gen. Romana Abrahama;10;52-206;gen. Abrahama 10
42285;950;ul. gen. Romana Abrahama;11;52-206;gen. Abrahama 11
38781;950;ul. gen. Romana Abrahama;12;52-206;gen. Abrahama 12
57848;950;ul. gen. Romana Abrahama;13;52-206;gen. Abrahama 13
28858;950;ul. gen. Romana Abrahama;14;52-206;gen. Abrahama 14
21351;950;ul. gen. Romana Abrahama;15;52-206;gen. Abrahama 15
37260;950;ul. gen. Romana Abrahama;16;52-206;gen. Abrahama 16
38534;950;ul. gen. Romana Abrahama;17;52-206;gen. Abrahama 17
58284;950;ul. gen. Romana Abrahama;18;52-206;gen. Abrahama 18
56337;950;ul. gen. Romana Abrahama;19;52-206;gen. Abrahama 19
21216;950;ul. gen. Romana Abrahama;20;52-206;gen. Abrahama 20
34086;950;ul. gen. Romana Abrahama;21;52-206;gen. Abrahama 21
36551;950;ul. gen. Romana Abrahama;22;52-206;gen. Abrahama 22
35832;950;ul. gen. Romana Abrahama;23;52-206;gen. Abrahama 23
27886;950;ul. gen. Romana Abrahama;24;52-206;gen. Abrahama 24
45312;950;ul. gen. Romana Abrahama;25;52-206;gen. Abrahama 25
29374;950;ul. gen. Romana Abrahama;26;52-206;gen. Abrahama 26
31469;950;ul. gen. Romana Abrahama;27;52-206;gen. Abrahama 27
30915;950;ul. gen. Romana Abrahama;28;52-206;gen. Abrahama 28
46566;950;ul. gen. Romana Abrahama;29;52-206;gen. Abrahama 29
56710;950;ul. gen. Romana Abrahama;3;52-206;gen. Abrahama 3
53084;950;ul. gen. Romana Abrahama;30;52-206;gen. Abrahama 30
30010;950;ul. gen. Romana Abrahama;31;52-206;gen. Abrahama 31
59020;950;ul. gen. Romana Abrahama;32;52-206;gen. Abrahama 32
58825;950;ul. gen. Romana Abrahama;33;52-206;gen. Abrahama 33
51354;950;ul. gen. Romana Abrahama;34;52-206;gen. Abrahama 34
53787;950;ul. gen. Romana Abrahama;35;52-206;gen. Abrahama 35
8774;950;ul. gen. Romana Abrahama;37;52-206;gen. Abrahama 37
50610;950;ul. gen. Romana Abrahama;38a;52-206;gen. Abrahama 38a
31552;950;ul. gen. Romana Abrahama;38b;52-206;gen. Abrahama 38b
31612;950;ul. gen. Romana Abrahama;39;52-206;gen. Abrahama 39
48486;950;ul. gen. Romana Abrahama;4;52-206;gen. Abrahama 4
30213;950;ul. gen. Romana Abrahama;41;52-206;gen. Abrahama 41
51165;950;ul. gen. Romana Abrahama;43;52-206;gen. Abrahama 43
39795;950;ul. gen. Romana Abrahama;45;52-206;gen. Abrahama 45
11645;950;ul. gen. Romana Abrahama;47;52-206;gen. Abrahama 47
45836;950;ul. gen. Romana Abrahama;49;52-206;gen. Abrahama 49
30965;950;ul. gen. Romana Abrahama;5;52-206;gen. Abrahama 5
30076;950;ul. gen. Romana Abrahama;51;52-206;gen. Abrahama 51
22837;950;ul. gen. Romana Abrahama;53;52-206;gen. Abrahama 53
47662;950;ul. gen. Romana Abrahama;55;52-206;gen. Abrahama 55
29067;950;ul. gen. Romana Abrahama;57;52-206;gen. Abrahama 57
17031;950;ul. gen. Romana Abrahama;59;52-206;gen. Abrahama 59
24321;950;ul. gen. Romana Abrahama;6;52-206;gen. Abrahama 6
8789;950;ul. gen. Romana Abrahama;61;52-206;gen. Abrahama 61
45882;950;ul. gen. Romana Abrahama;63;52-206;gen. Abrahama 63
7055;950;ul. gen. Romana Abrahama;7;52-206;gen. Abrahama 7
59783;950;ul. gen. Romana Abrahama;8;52-206;gen. Abrahama 8
56589;950;ul. gen. Romana Abrahama;9;52-206;gen. Abrahama 9
46517;1471;ul. gen. Józefa Bema;1;50-265;gen. Bema 1
31068;1471;ul. gen. Józefa Bema;11;50-265;gen. Bema 11
53399;1471;ul. gen. Józefa Bema;13;50-265;gen. Bema 13
37887;1471;ul. gen. Józefa Bema;15;50-265;gen. Bema 15
49321;1471;ul. gen. Józefa Bema;2;50-265;gen. Bema 2
20157;1471;ul. gen. Józefa Bema;3;50-265;gen. Bema 3
21221;1471;ul. gen. Józefa Bema;3a;50-265;gen. Bema 3a
35271;1471;ul. gen. Józefa Bema;5;50-265;gen. Bema 5
47483;1471;ul. gen. Józefa Bema;5a;50-265;gen. Bema 5a
66987;1471;ul. gen. Józefa Bema;5b;50-320;gen. Bema 5b
66988;1471;ul. gen. Józefa Bema;5c;50-320;gen. Bema 5c
66989;1471;ul. gen. Józefa Bema;5d;50-320;gen. Bema 5d
46127;1471;ul. gen. Józefa Bema;7;50-265;gen. Bema 7
46006;1471;ul. gen. Józefa Bema;9;50-265;gen. Bema 9
56721;25;ul. gen. Mikołaja Bołtucia;1;52-203;gen. Bołtucia 1
31780;25;ul. gen. Mikołaja Bołtucia;10;52-203;gen. Bołtucia 10
45176;25;ul. gen. Mikołaja Bołtucia;11;52-203;gen. Bołtucia 11
51230;25;ul. gen. Mikołaja Bołtucia;13;52-203;gen. Bołtucia 13
41732;25;ul. gen. Mikołaja Bołtucia;15;52-203;gen. Bołtucia 15
34367;25;ul. gen. Mikołaja Bołtucia;2;52-203;gen. Bołtucia 2
44245;25;ul. gen. Mikołaja Bołtucia;3;52-203;gen. Bołtucia 3
23564;25;ul. gen. Mikołaja Bołtucia;4;52-203;gen. Bołtucia 4
35472;25;ul. gen. Mikołaja Bołtucia;5;52-203;gen. Bołtucia 5
31104;25;ul. gen. Mikołaja Bołtucia;6;52-203;gen. Bołtucia 6
30851;25;ul. gen. Mikołaja Bołtucia;7;52-203;gen. Bołtucia 7
22751;25;ul. gen. Mikołaja Bołtucia;8;52-203;gen. Bołtucia 8
12211;25;ul. gen. Mikołaja Bołtucia;9;52-203;gen. Bołtucia 9
32848;396;ul. gen. Tadeusza Bora-Komorowskiego;10;51-210;gen. Bora-Komorowskiego 10
12522;396;ul. gen. Tadeusza Bora-Komorowskiego;10a;51-210;gen. Bora-Komorowskiego 10a
44320;396;ul. gen. Tadeusza Bora-Komorowskiego;11;51-210;gen. Bora-Komorowskiego 11
24115;396;ul. gen. Tadeusza Bora-Komorowskiego;12;51-210;gen. Bora-Komorowskiego 12
45361;396;ul. gen. Tadeusza Bora-Komorowskiego;13;51-210;gen. Bora-Komorowskiego 13
8716;396;ul. gen. Tadeusza Bora-Komorowskiego;14;51-210;gen. Bora-Komorowskiego 14
47367;396;ul. gen. Tadeusza Bora-Komorowskiego;15;51-210;gen. Bora-Komorowskiego 15
40138;396;ul. gen. Tadeusza Bora-Komorowskiego;16-18;51-210;gen. Bora-Komorowskiego 16-18
36453;396;ul. gen. Tadeusza Bora-Komorowskiego;17;51-210;gen. Bora-Komorowskiego 17
54524;396;ul. gen. Tadeusza Bora-Komorowskiego;19;51-210;gen. Bora-Komorowskiego 19
52373;396;ul. gen. Tadeusza Bora-Komorowskiego;20;51-210;gen. Bora-Komorowskiego 20
8961;396;ul. gen. Tadeusza Bora-Komorowskiego;21;51-210;gen. Bora-Komorowskiego 21
21366;396;ul. gen. Tadeusza Bora-Komorowskiego;22;51-210;gen. Bora-Komorowskiego 22
10772;396;ul. gen. Tadeusza Bora-Komorowskiego;23;51-210;gen. Bora-Komorowskiego 23
27116;396;ul. gen. Tadeusza Bora-Komorowskiego;24-26;51-210;gen. Bora-Komorowskiego 24-26
43444;396;ul. gen. Tadeusza Bora-Komorowskiego;25;51-210;gen. Bora-Komorowskiego 25
42627;396;ul. gen. Tadeusza Bora-Komorowskiego;27;51-210;gen. Bora-Komorowskiego 27
55388;396;ul. gen. Tadeusza Bora-Komorowskiego;28;51-210;gen. Bora-Komorowskiego 28
52573;396;ul. gen. Tadeusza Bora-Komorowskiego;29;51-210;gen. Bora-Komorowskiego 29
11332;396;ul. gen. Tadeusza Bora-Komorowskiego;30;51-210;gen. Bora-Komorowskiego 30
47501;396;ul. gen. Tadeusza Bora-Komorowskiego;31;51-210;gen. Bora-Komorowskiego 31
14152;396;ul. gen. Tadeusza Bora-Komorowskiego;33;51-210;gen. Bora-Komorowskiego 33
55222;396;ul. gen. Tadeusza Bora-Komorowskiego;35;51-210;gen. Bora-Komorowskiego 35
14481;396;ul. gen. Tadeusza Bora-Komorowskiego;37;51-210;gen. Bora-Komorowskiego 37
39003;396;ul. gen. Tadeusza Bora-Komorowskiego;37a;51-210;gen. Bora-Komorowskiego 37a
10731;396;ul. gen. Tadeusza Bora-Komorowskiego;39;51-210;gen. Bora-Komorowskiego 39
9873;396;ul. gen. Tadeusza Bora-Komorowskiego;41;51-210;gen. Bora-Komorowskiego 41
48232;396;ul. gen. Tadeusza Bora-Komorowskiego;43;51-210;gen. Bora-Komorowskiego 43
23161;396;ul. gen. Tadeusza Bora-Komorowskiego;45;51-210;gen. Bora-Komorowskiego 45
57926;396;ul. gen. Tadeusza Bora-Komorowskiego;47;51-210;gen. Bora-Komorowskiego 47
10056;396;ul. gen. Tadeusza Bora-Komorowskiego;49;51-210;gen. Bora-Komorowskiego 49
9480;396;ul. gen. Tadeusza Bora-Komorowskiego;51;51-210;gen. Bora-Komorowskiego 51
9481;396;ul. gen. Tadeusza Bora-Komorowskiego;53;51-210;gen. Bora-Komorowskiego 53
9479;396;ul. gen. Tadeusza Bora-Komorowskiego;55;51-210;gen. Bora-Komorowskiego 55
9482;396;ul. gen. Tadeusza Bora-Komorowskiego;57;51-210;gen. Bora-Komorowskiego 57
20418;396;ul. gen. Tadeusza Bora-Komorowskiego;59;51-210;gen. Bora-Komorowskiego 59
50937;396;ul. gen. Tadeusza Bora-Komorowskiego;59a;51-210;gen. Bora-Komorowskiego 59a
20248;396;ul. gen. Tadeusza Bora-Komorowskiego;6;51-210;gen. Bora-Komorowskiego 6
38658;396;ul. gen. Tadeusza Bora-Komorowskiego;61;51-210;gen. Bora-Komorowskiego 61
41528;396;ul. gen. Tadeusza Bora-Komorowskiego;61a;51-210;gen. Bora-Komorowskiego 61a
40381;396;ul. gen. Tadeusza Bora-Komorowskiego;63;51-210;gen. Bora-Komorowskiego 63
11320;396;ul. gen. Tadeusza Bora-Komorowskiego;63a;51-210;gen. Bora-Komorowskiego 63a
22101;396;ul. gen. Tadeusza Bora-Komorowskiego;65;51-210;gen. Bora-Komorowskiego 65
24729;396;ul. gen. Tadeusza Bora-Komorowskiego;67;51-210;gen. Bora-Komorowskiego 67
44250;396;ul. gen. Tadeusza Bora-Komorowskiego;69;51-210;gen. Bora-Komorowskiego 69
35030;396;ul. gen. Tadeusza Bora-Komorowskiego;6b;51-210;gen. Bora-Komorowskiego 6b
54082;396;ul. gen. Tadeusza Bora-Komorowskiego;6c;51-210;gen. Bora-Komorowskiego 6c
16634;396;ul. gen. Tadeusza Bora-Komorowskiego;6d;51-210;gen. Bora-Komorowskiego 6d
59032;396;ul. gen. Tadeusza Bora-Komorowskiego;6e;51-210;gen. Bora-Komorowskiego 6e
23616;396;ul. gen. Tadeusza Bora-Komorowskiego;7;51-210;gen. Bora-Komorowskiego 7
51587;396;ul. gen. Tadeusza Bora-Komorowskiego;71;51-210;gen. Bora-Komorowskiego 71
43215;396;ul. gen. Tadeusza Bora-Komorowskiego;73;51-210;gen. Bora-Komorowskiego 73
28551;396;ul. gen. Tadeusza Bora-Komorowskiego;77;51-210;gen. Bora-Komorowskiego 77
31108;396;ul. gen. Tadeusza Bora-Komorowskiego;79;51-210;gen. Bora-Komorowskiego 79
55483;396;ul. gen. Tadeusza Bora-Komorowskiego;8;51-210;gen. Bora-Komorowskiego 8
39206;396;ul. gen. Tadeusza Bora-Komorowskiego;81;51-210;gen. Bora-Komorowskiego 81
11892;396;ul. gen. Tadeusza Bora-Komorowskiego;83;51-210;gen. Bora-Komorowskiego 83
15592;396;ul. gen. Tadeusza Bora-Komorowskiego;85;51-210;gen. Bora-Komorowskiego 85
16956;396;ul. gen. Tadeusza Bora-Komorowskiego;8a;51-210;gen. Bora-Komorowskiego 8a
52550;396;ul. gen. Tadeusza Bora-Komorowskiego;9;51-210;gen. Bora-Komorowskiego 9
44290;647;ul. gen. Jana Henryka Dąbrowskiego;1;50-457;gen. Dąbrowskiego 1
31537;647;ul. gen. Jana Henryka Dąbrowskiego;10;50-457;gen. Dąbrowskiego 10
49908;647;ul. gen. Jana Henryka Dąbrowskiego;11;50-457;gen. Dąbrowskiego 11
26377;647;ul. gen. Jana Henryka Dąbrowskiego;12;50-457;gen. Dąbrowskiego 12
33299;647;ul. gen. Jana Henryka Dąbrowskiego;13;50-457;gen. Dąbrowskiego 13
13520;647;ul. gen. Jana Henryka Dąbrowskiego;14;50-457;gen. Dąbrowskiego 14
45997;647;ul. gen. Jana Henryka Dąbrowskiego;14/16;50-457;gen. Dąbrowskiego 14/16
36151;647;ul. gen. Jana Henryka Dąbrowskiego;15;50-457;gen. Dąbrowskiego 15
42620;647;ul. gen. Jana Henryka Dąbrowskiego;18;50-457;gen. Dąbrowskiego 18
52763;647;ul. gen. Jana Henryka Dąbrowskiego;19;50-457;gen. Dąbrowskiego 19
14443;647;ul. gen. Jana Henryka Dąbrowskiego;21;50-457;gen. Dąbrowskiego 21
45180;647;ul. gen. Jana Henryka Dąbrowskiego;23;50-457;gen. Dąbrowskiego 23
30190;647;ul. gen. Jana Henryka Dąbrowskiego;25;50-457;gen. Dąbrowskiego 25
31150;647;ul. gen. Jana Henryka Dąbrowskiego;26;50-457;gen. Dąbrowskiego 26
20876;647;ul. gen. Jana Henryka Dąbrowskiego;27;50-457;gen. Dąbrowskiego 27
59313;647;ul. gen. Jana Henryka Dąbrowskiego;28;50-457;gen. Dąbrowskiego 28
32221;647;ul. gen. Jana Henryka Dąbrowskiego;29;50-457;gen. Dąbrowskiego 29
19115;647;ul. gen. Jana Henryka Dąbrowskiego;3;50-457;gen. Dąbrowskiego 3
2402;647;ul. gen. Jana Henryka Dąbrowskiego;30;50-457;gen. Dąbrowskiego 30
49882;647;ul. gen. Jana Henryka Dąbrowskiego;31;50-457;gen. Dąbrowskiego 31
60505;647;ul. gen. Jana Henryka Dąbrowskiego;32;50-457;gen. Dąbrowskiego 32
60506;647;ul. gen. Jana Henryka Dąbrowskiego;32a;50-457;gen. Dąbrowskiego 32a
60507;647;ul. gen. Jana Henryka Dąbrowskiego;34;50-457;gen. Dąbrowskiego 34
60508;647;ul. gen. Jana Henryka Dąbrowskiego;34a;50-457;gen. Dąbrowskiego 34a
44209;647;ul. gen. Jana Henryka Dąbrowskiego;35;50-457;gen. Dąbrowskiego 35
60510;647;ul. gen. Jana Henryka Dąbrowskiego;36;50-457;gen. Dąbrowskiego 36
60509;647;ul. gen. Jana Henryka Dąbrowskiego;36a;50-457;gen. Dąbrowskiego 36a
45828;647;ul. gen. Jana Henryka Dąbrowskiego;37;50-457;gen. Dąbrowskiego 37
54098;647;ul. gen. Jana Henryka Dąbrowskiego;37a;50-457;gen. Dąbrowskiego 37a
36756;647;ul. gen. Jana Henryka Dąbrowskiego;4;50-457;gen. Dąbrowskiego 4
25235;647;ul. gen. Jana Henryka Dąbrowskiego;40;50-457;gen. Dąbrowskiego 40
69066;647;ul. gen. Jana Henryka Dąbrowskiego;40a;50-457;gen. Dąbrowskiego 40a
69072;647;ul. gen. Jana Henryka Dąbrowskiego;40b;50-457;gen. Dąbrowskiego 40b
69073;647;ul. gen. Jana Henryka Dąbrowskiego;40c;50-457;gen. Dąbrowskiego 40c
69067;647;ul. gen. Jana Henryka Dąbrowskiego;40d;50-457;gen. Dąbrowskiego 40d
69068;647;ul. gen. Jana Henryka Dąbrowskiego;40e;50-457;gen. Dąbrowskiego 40e
69069;647;ul. gen. Jana Henryka Dąbrowskiego;40f;50-457;gen. Dąbrowskiego 40f
69070;647;ul. gen. Jana Henryka Dąbrowskiego;40g;50-457;gen. Dąbrowskiego 40g
69071;647;ul. gen. Jana Henryka Dąbrowskiego;40h;50-457;gen. Dąbrowskiego 40h
22750;647;ul. gen. Jana Henryka Dąbrowskiego;42;50-457;gen. Dąbrowskiego 42
6842;647;ul. gen. Jana Henryka Dąbrowskiego;44;50-457;gen. Dąbrowskiego 44
16705;647;ul. gen. Jana Henryka Dąbrowskiego;46;50-457;gen. Dąbrowskiego 46
27996;647;ul. gen. Jana Henryka Dąbrowskiego;48;50-457;gen. Dąbrowskiego 48
56301;647;ul. gen. Jana Henryka Dąbrowskiego;5;50-457;gen. Dąbrowskiego 5
7027;647;ul. gen. Jana Henryka Dąbrowskiego;50;50-457;gen. Dąbrowskiego 50
33027;647;ul. gen. Jana Henryka Dąbrowskiego;6;50-457;gen. Dąbrowskiego 6
45979;647;ul. gen. Jana Henryka Dąbrowskiego;7;50-457;gen. Dąbrowskiego 7
14588;647;ul. gen. Jana Henryka Dąbrowskiego;8;50-457;gen. Dąbrowskiego 8
19209;647;ul. gen. Jana Henryka Dąbrowskiego;9;50-457;gen. Dąbrowskiego 9
62729;2335;ul. gen. Augusta Emila Fieldorfa;2;54-079;gen. Fieldorfa 2
67981;2335;ul. gen. Augusta Emila Fieldorfa;6;54-049;gen. Fieldorfa 6
51929;20;ul. gen. Juliana Filipowicza;1;52-208;gen. Filipowicza 1
18681;20;ul. gen. Juliana Filipowicza;10;52-208;gen. Filipowicza 10
34881;20;ul. gen. Juliana Filipowicza;11;52-208;gen. Filipowicza 11
34200;20;ul. gen. Juliana Filipowicza;12;52-208;gen. Filipowicza 12
50382;20;ul. gen. Juliana Filipowicza;2;52-208;gen. Filipowicza 2
57464;20;ul. gen. Juliana Filipowicza;3;52-208;gen. Filipowicza 3
32236;20;ul. gen. Juliana Filipowicza;4;52-208;gen. Filipowicza 4
51954;20;ul. gen. Juliana Filipowicza;5;52-208;gen. Filipowicza 5
21955;20;ul. gen. Juliana Filipowicza;6;52-208;gen. Filipowicza 6
6764;20;ul. gen. Juliana Filipowicza;7;52-208;gen. Filipowicza 7
22381;20;ul. gen. Juliana Filipowicza;8;52-208;gen. Filipowicza 8
55665;20;ul. gen. Juliana Filipowicza;9;52-208;gen. Filipowicza 9
1719;369;ul. gen. Stefana Grota-Roweckiego;10;52-220;gen. Grota-Roweckiego 10
22749;369;ul. gen. Stefana Grota-Roweckiego;100;52-232;gen. Grota-Roweckiego 100
58318;369;ul. gen. Stefana Grota-Roweckiego;100a;52-220;gen. Grota-Roweckiego 100a
75180;369;ul. gen. Stefana Grota-Roweckiego;100b;52-232;gen. Grota-Roweckiego 100b
